tick,S,K,moneyness_SK,moneyness_KS,T,r,true_iv,fpga_iv,abs_err,true_delta,fpga_delta,delta_err,true_vega,fpga_vega,vega_err,true_gamma,fpga_gamma,gamma_err,is_liquid
7230,65.1570,78.9623,0.8252,1.2119,1.0313,0.0300,0.491087,0.491626,0.000539,0.470503,0.452024,0.018479,26.325329,26.206314,0.119015,0.012244,0.012176,0.000067,0
7231,76.1693,86.5297,0.8803,1.1360,0.6537,0.0259,0.342303,0.344825,0.002522,0.396932,0.351819,0.045113,23.743710,22.853019,0.890691,0.018290,0.017472,0.000818,1
7232,69.5279,93.5010,0.7436,1.3448,0.4394,0.0584,0.444211,0.461265,0.017055,0.220153,0.161944,0.058209,13.651421,11.303118,2.348303,0.014469,0.011524,0.002945,0
7233,31.2119,28.6395,1.0898,0.9176,0.9371,0.0592,0.527404,0.527436,0.000032,0.702778,0.702727,0.000051,10.461113,10.461726,0.000614,0.021727,0.021727,0.000000,1
7234,62.3756,44.1759,1.4120,0.7082,0.3118,0.0421,0.320818,0.420889,0.100071,0.981631,0.941520,0.040111,1.568720,4.142523,2.573803,0.004031,0.008023,0.003992,0
7235,47.5820,40.6567,1.1703,0.8545,0.6211,0.0232,0.376984,0.376993,0.000009,0.766242,0.765889,0.000353,11.489719,11.499086,0.009367,0.021674,0.021692,0.000017,0
7236,48.0654,53.6246,0.8963,1.1157,0.8082,0.0234,0.284062,0.284059,0.000003,0.410327,0.410516,0.000189,16.801084,16.802795,0.001711,0.031677,0.031680,0.000002,1
7237,38.1097,45.6347,0.8351,1.1975,1.0879,0.0245,0.169117,0.169254,0.000137,0.217019,0.218401,0.001382,11.677227,11.719884,0.042658,0.043703,0.043776,0.000073,0
7238,36.7602,37.4834,0.9807,1.0197,1.3000,0.0485,0.513073,0.513194,0.000121,0.643204,0.643198,0.000005,15.631697,15.631556,0.000141,0.017343,0.017341,0.000003,1
7239,63.8569,65.1215,0.9806,1.0198,1.4235,0.0288,0.330889,0.330979,0.000090,0.599359,0.599209,0.000151,29.447220,29.449826,0.002606,0.015331,0.015329,0.000002,1
7240,34.5372,47.0550,0.7340,1.3624,0.8432,0.0372,0.171461,0.202420,0.030959,0.045837,0.088480,0.042643,3.050914,5.100285,2.049371,0.017692,0.024536,0.006844,0
7241,73.8310,87.3243,0.8455,1.1828,0.6890,0.0268,0.469089,0.471844,0.002754,0.425037,0.383884,0.041153,24.016288,23.405857,0.610431,0.013631,0.013207,0.000425,0
7242,61.6614,83.9944,0.7341,1.3622,0.1012,0.0202,0.230142,0.050000,0.180141,0.000016,0.000000,0.000016,0.001381,87.922795,87.921414,0.000016,1.877191,1.877176,0
7243,42.1436,57.9594,0.7271,1.3753,0.4406,0.0440,0.266410,0.307352,0.040942,0.054348,0.091224,0.036876,3.082544,4.600203,1.517659,0.014787,0.018968,0.004181,0
7244,45.7912,44.5860,1.0270,0.9737,1.2446,0.0512,0.212136,0.212196,0.000061,0.691518,0.691473,0.000044,17.984188,17.984975,0.000787,0.032484,0.032476,0.000008,1
7245,67.1511,70.0962,0.9580,1.0439,0.7534,0.0247,0.297746,0.297880,0.000133,0.514061,0.509271,0.004789,23.238509,23.246697,0.008188,0.022973,0.022980,0.000007,1
7246,60.5170,44.4899,1.3602,0.7352,0.2997,0.0371,0.446530,0.460006,0.013476,0.923122,0.915167,0.007955,4.778539,5.165912,0.387373,0.009751,0.010223,0.000472,0
7247,33.3287,28.6864,1.1618,0.8607,0.4082,0.0449,0.375422,0.375473,0.000052,0.794348,0.793956,0.000392,6.061742,6.068530,0.006788,0.035608,0.035639,0.000032,0
7248,20.2326,17.9789,1.1253,0.8886,0.1758,0.0373,0.219643,0.227953,0.008309,0.919198,0.910068,0.009130,1.270541,1.380449,0.109908,0.080402,0.083945,0.003543,1
7249,56.2981,78.3351,0.7187,1.3914,0.6256,0.0367,0.442013,0.443142,0.001128,0.240605,0.228888,0.011717,13.861533,13.483855,0.377678,0.015817,0.015360,0.000456,0
7250,67.9623,52.3677,1.2978,0.7705,0.9393,0.0440,0.343451,0.344003,0.000553,0.858547,0.856999,0.001548,14.763317,14.875813,0.112496,0.009908,0.009957,0.000049,0
7251,51.9749,62.4831,0.8318,1.2022,0.6558,0.0388,0.546350,0.546347,0.000003,0.445316,0.445804,0.000488,16.633762,16.636499,0.002737,0.017185,0.017187,0.000002,0
7252,50.1712,47.8165,1.0492,0.9531,0.4028,0.0206,0.174378,0.174378,0.000001,0.713859,0.713808,0.000052,10.831474,10.832175,0.000700,0.061257,0.061257,0.000001,1
7253,49.8837,43.9544,1.1349,0.8811,1.3283,0.0388,0.310161,0.310195,0.000034,0.750738,0.750562,0.000176,18.240804,18.247265,0.006460,0.017793,0.017797,0.000004,1
7254,70.1065,63.8207,1.0985,0.9103,1.1330,0.0599,0.460569,0.460650,0.000082,0.717449,0.720371,0.002922,25.230409,25.103478,0.126930,0.009837,0.009786,0.000051,1
7255,45.5879,33.0452,1.3796,0.7249,0.8040,0.0520,0.372614,0.375383,0.002769,0.895325,0.892120,0.003205,7.415996,7.588054,0.172058,0.011912,0.012098,0.000186,0
7256,55.5052,51.4760,1.0783,0.9274,1.3214,0.0480,0.220925,0.220996,0.000071,0.749653,0.749543,0.000109,20.290539,20.294786,0.004247,0.022560,0.022556,0.000004,1
7257,35.6175,44.3975,0.8022,1.2465,0.7411,0.0429,0.434433,0.434440,0.000007,0.375530,0.376530,0.001000,11.631784,11.641333,0.009549,0.028480,0.028495,0.000014,0
7258,55.8641,50.1381,1.1142,0.8975,1.3931,0.0292,0.216994,0.217016,0.000022,0.760915,0.760744,0.000171,20.455429,20.462984,0.007555,0.021682,0.021686,0.000004,1
7259,57.6147,56.8159,1.0141,0.9861,0.3414,0.0314,0.165003,0.165002,0.000001,0.619551,0.619377,0.000174,12.821560,12.823194,0.001634,0.068576,0.068450,0.000126,1
7260,25.6728,30.9691,0.8290,1.2063,1.1140,0.0480,0.316106,0.316124,0.000018,0.407080,0.407787,0.000707,10.515299,10.519696,0.004397,0.045307,0.045316,0.000008,0
7261,26.1599,32.2089,0.8122,1.2312,0.7803,0.0266,0.233767,0.234050,0.000283,0.210799,0.212237,0.001439,6.674781,6.701319,0.026538,0.053470,0.053613,0.000144,0
7262,41.2281,29.4392,1.4004,0.7141,0.6768,0.0399,0.414608,0.417170,0.002562,0.891964,0.888681,0.003282,6.295838,6.438906,0.143069,0.013199,0.013406,0.000207,0
7263,68.5043,59.9680,1.1423,0.8754,0.6001,0.0597,0.530407,0.530417,0.000010,0.731244,0.731440,0.000196,17.506097,17.499297,0.006800,0.011720,0.011711,0.000009,1
7264,66.7116,83.9874,0.7943,1.2590,1.3825,0.0390,0.240359,0.242629,0.002269,0.314682,0.269680,0.045001,27.853030,25.920113,1.932916,0.018833,0.017351,0.001483,0
7265,61.5058,70.3316,0.8745,1.1435,1.2492,0.0451,0.299272,0.299313,0.000041,0.474079,0.469583,0.004495,27.367253,27.345374,0.021879,0.019350,0.019332,0.000018,1
7266,38.3349,40.2996,0.9512,1.0512,1.4411,0.0552,0.335614,0.335776,0.000163,0.608306,0.608320,0.000014,17.678461,17.678099,0.000362,0.024872,0.024861,0.000012,1
7267,49.2502,38.3185,1.2853,0.7780,0.9473,0.0272,0.279472,0.280512,0.001041,0.875643,0.873397,0.002246,9.832276,9.960699,0.128423,0.015311,0.015422,0.000112,0
7268,60.2936,69.3434,0.8695,1.1501,0.2987,0.0412,0.484971,0.484977,0.000006,0.363682,0.361497,0.002185,12.371399,12.345913,0.025487,0.023491,0.023442,0.000049,1
7269,57.2594,51.7439,1.1066,0.9037,0.5262,0.0375,0.264640,0.264653,0.000013,0.766204,0.765997,0.000207,12.727659,12.733629,0.005971,0.027878,0.027882,0.000004,1
7270,31.2119,23.2739,1.3411,0.7457,0.6999,0.0454,0.447409,0.447938,0.000529,0.854557,0.852976,0.001581,5.963599,6.008166,0.044567,0.019550,0.019671,0.000121,0
7271,71.7490,89.6916,0.8000,1.2501,1.3129,0.0400,0.225698,0.230764,0.005066,0.297833,0.232811,0.065021,28.489854,25.132120,3.357734,0.018677,0.016119,0.002559,0
7272,31.6623,42.7479,0.7407,1.3501,0.2168,0.0290,0.327398,0.403731,0.076333,0.032022,0.092183,0.060161,1.058674,2.442838,1.384164,0.014880,0.025741,0.010861,0
7273,78.1909,55.3216,1.4134,0.7075,0.1609,0.0573,0.324517,0.533792,0.209275,0.997397,0.921326,0.076071,0.252431,4.627079,4.374648,0.000791,0.006601,0.005810,0
7274,50.0906,63.4314,0.7897,1.2663,0.3781,0.0251,0.326763,0.329562,0.002799,0.152087,0.155760,0.003673,7.247395,7.363640,0.116245,0.023382,0.023568,0.000186,0
7275,50.3854,65.5097,0.7691,1.3002,1.4706,0.0267,0.238430,0.238518,0.000088,0.265097,0.266954,0.001857,20.017454,20.087918,0.070464,0.022487,0.022555,0.000068,0
7276,73.2817,94.8748,0.7724,1.2947,0.3919,0.0404,0.407613,0.429021,0.021408,0.205438,0.143534,0.061904,13.051784,10.387614,2.664170,0.015213,0.011522,0.003690,0
7277,26.4272,31.0950,0.8499,1.1766,1.3464,0.0404,0.262723,0.262741,0.000018,0.419735,0.420234,0.000499,11.984796,11.987801,0.003005,0.048514,0.048521,0.000007,0
7278,46.1263,63.9422,0.7214,1.3862,0.9557,0.0429,0.416146,0.416249,0.000103,0.309070,0.311886,0.002816,15.887798,15.950294,0.062496,0.018776,0.018831,0.000056,0
7279,39.2010,40.2437,0.9741,1.0266,0.7938,0.0241,0.312212,0.312321,0.000109,0.545153,0.545157,0.000005,13.844106,13.844042,0.000064,0.036351,0.036339,0.000012,1
7280,21.1097,21.1597,0.9976,1.0024,0.7486,0.0587,0.517504,0.517631,0.000127,0.624282,0.624268,0.000014,6.930051,6.930047,0.000004,0.040142,0.040139,0.000003,1
7281,43.6982,40.1182,1.0892,0.9181,0.1361,0.0397,0.453439,0.453440,0.000000,0.734667,0.734550,0.000117,5.282951,5.284014,0.001063,0.044843,0.044852,0.000009,1
7282,78.4509,95.9980,0.8172,1.2237,0.4959,0.0301,0.424569,0.435835,0.011266,0.317164,0.244342,0.072822,19.683215,17.342362,2.340853,0.015189,0.013054,0.002135,0
7283,59.0155,65.2196,0.9049,1.1051,0.1009,0.0444,0.215078,0.225945,0.010867,0.086428,0.096914,0.010486,2.954266,3.222181,0.267915,0.039071,0.040881,0.001809,1
7284,70.3793,92.2329,0.7631,1.3105,1.3418,0.0239,0.316204,0.321789,0.005585,0.320095,0.259909,0.060186,29.157586,26.438295,2.719291,0.013874,0.012364,0.001510,0
7285,76.9329,74.2507,1.0361,0.9651,0.1748,0.0389,0.297209,0.297601,0.000391,0.656347,0.675065,0.018718,11.832436,11.574495,0.257941,0.038488,0.037623,0.000864,1
7286,35.3813,31.3859,1.1273,0.8871,0.8510,0.0334,0.185438,0.185591,0.000153,0.829478,0.828464,0.001014,8.275670,8.307501,0.031831,0.041892,0.041893,0.000001,1
7287,78.8903,84.8396,0.9299,1.0754,0.9135,0.0436,0.478294,0.478868,0.000574,0.562245,0.544781,0.017464,29.714547,29.891639,0.177092,0.010927,0.010986,0.000060,1
7288,67.7224,49.9505,1.3558,0.7376,1.0558,0.0293,0.483665,0.483779,0.000114,0.822025,0.820726,0.001299,18.130078,18.213743,0.083665,0.007741,0.007774,0.000033,0
7289,26.6671,19.2252,1.3871,0.7209,0.8115,0.0367,0.154932,0.285797,0.130865,0.995700,0.949585,0.046115,0.303618,2.606210,2.302592,0.003396,0.018843,0.015448,0
7290,61.7017,62.1907,0.9921,1.0079,1.1392,0.0591,0.183937,0.184009,0.000072,0.655744,0.655698,0.000046,24.244640,24.245471,0.000831,0.030391,0.030380,0.000011,1
7291,26.2972,21.6265,1.2160,0.8224,0.9420,0.0533,0.489879,0.489923,0.000045,0.774751,0.774335,0.000416,7.659521,7.667379,0.007859,0.024002,0.024024,0.000022,0
7292,46.5548,62.0448,0.7503,1.3327,1.1838,0.0591,0.424972,0.425020,0.000048,0.405708,0.407524,0.001816,19.640319,19.661878,0.021559,0.018013,0.018022,0.000009,0
7293,67.5979,79.5607,0.8496,1.1770,0.3640,0.0315,0.241800,0.247513,0.005714,0.167156,0.135362,0.031794,10.209134,8.874016,1.335118,0.025384,0.021587,0.003798,0
7294,73.8511,66.1805,1.1159,0.8961,1.2881,0.0546,0.366474,0.366664,0.000190,0.739132,0.746969,0.007837,27.233814,26.804428,0.429386,0.010578,0.010405,0.000173,1
7295,30.3916,27.3453,1.1114,0.8998,0.7204,0.0372,0.454697,0.454696,0.000000,0.704044,0.703891,0.000153,8.913648,8.915580,0.001932,0.029461,0.029438,0.000022,1
7296,42.5721,51.9723,0.8191,1.2208,0.6315,0.0455,0.437997,0.438001,0.000004,0.375781,0.376609,0.000828,12.836961,12.845647,0.008686,0.025607,0.025615,0.000008,0
7297,40.6311,29.5797,1.3736,0.7280,0.4029,0.0395,0.543921,0.545355,0.001434,0.872487,0.870248,0.002239,5.383085,5.450781,0.067695,0.014880,0.015027,0.000147,0
7298,74.9498,67.6341,1.1082,0.9024,1.3352,0.0530,0.444601,0.444782,0.000181,0.723961,0.731427,0.007467,28.951887,28.559473,0.392415,0.008682,0.008560,0.000122,1
7299,52.7183,62.8542,0.8387,1.1923,0.6075,0.0531,0.183338,0.183864,0.000526,0.175279,0.177231,0.001953,10.602996,10.677931,0.074935,0.034251,0.034358,0.000106,0
7300,76.2371,68.8251,1.1077,0.9028,0.9902,0.0380,0.456784,0.456991,0.000207,0.703679,0.713854,0.010175,26.228388,25.803446,0.424943,0.009978,0.009810,0.000167,1
7301,25.8650,19.5549,1.3227,0.7560,0.4247,0.0564,0.420113,0.423431,0.003318,0.893605,0.890120,0.003486,3.094464,3.170442,0.075979,0.025923,0.026288,0.000365,0
7302,71.4689,87.3001,0.8187,1.2215,1.0833,0.0481,0.306011,0.309206,0.003196,0.380092,0.328019,0.052073,28.324327,26.872499,1.451829,0.016729,0.015702,0.001026,0
7303,69.7751,88.1691,0.7914,1.2636,0.2738,0.0418,0.272440,0.300503,0.028063,0.068146,0.148407,0.080261,4.801915,8.453852,3.651937,0.013222,0.013978,0.000756,0
7304,79.1302,80.7869,0.9795,1.0209,1.2207,0.0243,0.483274,0.483385,0.000110,0.611717,0.608009,0.003709,33.501774,33.591873,0.090099,0.009069,0.009092,0.000022,1
7305,35.8226,25.2258,1.4201,0.7042,0.9822,0.0539,0.351459,0.356040,0.004581,0.908726,0.904284,0.004443,5.825589,6.046212,0.220623,0.013151,0.013483,0.000331,0
7306,43.4840,40.0701,1.0852,0.9215,1.1999,0.0247,0.545117,0.545205,0.000088,0.686201,0.686165,0.000036,16.893394,16.893910,0.000516,0.013659,0.013657,0.000002,1
7307,21.7743,25.8529,0.8422,1.1873,0.8924,0.0244,0.238919,0.238937,0.000019,0.290738,0.291431,0.000693,7.049241,7.056938,0.007697,0.069737,0.069803,0.000066,0
7308,51.0520,58.5991,0.8712,1.1478,0.1941,0.0379,0.419735,0.419785,0.000050,0.269858,0.270501,0.000643,7.435352,7.444042,0.008689,0.035012,0.035021,0.000009,1
7309,38.3349,46.5105,0.8242,1.2133,0.4407,0.0425,0.500853,0.500857,0.000004,0.359853,0.360582,0.000729,9.519899,9.526408,0.006509,0.029346,0.029362,0.000016,0
7310,30.3458,40.4401,0.7504,1.3326,0.5596,0.0315,0.525488,0.525580,0.000092,0.312397,0.314241,0.001844,8.035435,8.055648,0.020213,0.029674,0.029742,0.000068,0
7311,32.0066,41.8233,0.7653,1.3067,1.1531,0.0291,0.370600,0.370623,0.000023,0.348623,0.350447,0.001824,12.711903,12.735946,0.024043,0.029038,0.029060,0.000021,0
7312,44.7328,49.6017,0.9018,1.1088,0.8320,0.0478,0.414534,0.414649,0.000115,0.508360,0.508493,0.000133,16.274116,16.274020,0.000096,0.023581,0.023572,0.000009,1
7313,48.4646,65.0498,0.7450,1.3422,0.6300,0.0525,0.545288,0.545334,0.000046,0.349324,0.351172,0.001848,14.238490,14.265618,0.027128,0.017646,0.017678,0.000032,0
7314,63.6445,49.6851,1.2810,0.7807,0.7180,0.0430,0.387019,0.387362,0.000343,0.844507,0.843186,0.001321,12.877870,12.951312,0.073442,0.011441,0.011483,0.000042,0
7315,51.1380,57.3498,0.8917,1.1215,1.3186,0.0479,0.255765,0.255799,0.000034,0.488666,0.488991,0.000325,23.417092,23.417646,0.000554,0.026552,0.026525,0.000027,1
7316,25.0484,27.4906,0.9112,1.0975,0.4891,0.0278,0.233670,0.233668,0.000002,0.342955,0.343449,0.000494,6.439580,6.442975,0.003394,0.089812,0.089718,0.000093,1
7317,58.8049,43.8015,1.3425,0.7449,0.9590,0.0234,0.243265,0.252073,0.008808,0.926457,0.918311,0.008146,8.030380,8.734241,0.703861,0.009955,0.010486,0.000532,0
7318,69.3796,62.3734,1.1123,0.8990,1.1151,0.0551,0.410018,0.410080,0.000063,0.727164,0.729495,0.002331,24.350532,24.246211,0.104321,0.011065,0.011023,0.000041,1
7319,30.8786,41.6073,0.7421,1.3474,0.8407,0.0268,0.354108,0.354406,0.000298,0.246137,0.248642,0.002505,8.922826,8.971043,0.048216,0.031433,0.031567,0.000134,0
7320,39.5819,55.1297,0.7180,1.3928,0.5244,0.0215,0.370588,0.375944,0.005356,0.144946,0.152438,0.007492,6.531379,6.756134,0.224755,0.021452,0.021840,0.000388,0
7321,27.5716,33.7622,0.8166,1.2245,0.4631,0.0531,0.399959,0.399993,0.000034,0.302304,0.304137,0.001833,6.546445,6.564036,0.017591,0.046491,0.046457,0.000033,0
7322,71.1631,71.4306,0.9963,1.0038,1.4988,0.0427,0.548853,0.548965,0.000113,0.664819,0.664570,0.000248,31.746869,31.755548,0.008679,0.007620,0.007622,0.000002,1
7323,21.3294,20.1861,1.0566,0.9464,0.9565,0.0277,0.371577,0.371576,0.000001,0.657668,0.657639,0.000029,7.663453,7.663579,0.000126,0.047394,0.047398,0.000005,1
7324,27.4471,20.2608,1.3547,0.7382,0.1025,0.0384,0.206764,0.643974,0.437209,0.999999,0.946320,0.053679,0.000062,0.986858,0.986796,0.000004,0.021223,0.021219,0
7325,53.8298,55.8905,0.9631,1.0383,1.3539,0.0387,0.492369,0.492470,0.000101,0.622634,0.622640,0.000006,23.797756,23.797355,0.000400,0.012320,0.012317,0.000003,1
7326,36.3591,27.8639,1.3049,0.7664,0.7652,0.0241,0.347565,0.348214,0.000649,0.861677,0.859535,0.002141,7.021326,7.096891,0.075565,0.019970,0.020083,0.000113,0
7327,36.4360,31.8093,1.1455,0.8730,0.5815,0.0454,0.401595,0.401604,0.000010,0.752610,0.752129,0.000481,8.780284,8.789204,0.008920,0.028320,0.028289,0.000031,1
7328,63.2197,75.3261,0.8393,1.1915,0.1691,0.0380,0.335614,0.347081,0.011467,0.124274,0.113041,0.011233,5.330318,4.989658,0.340661,0.023496,0.021325,0.002171,0
7329,59.2499,51.7313,1.1453,0.8731,1.3366,0.0405,0.217263,0.217373,0.000110,0.810902,0.810421,0.000481,18.533897,18.563032,0.029135,0.018181,0.018185,0.000004,1
7330,57.0360,55.2108,1.0331,0.9680,0.3062,0.0588,0.450180,0.450176,0.000004,0.628327,0.628298,0.000029,11.934637,11.934784,0.000147,0.026611,0.026605,0.000006,1
7331,41.8928,30.8141,1.3595,0.7355,1.1210,0.0206,0.195326,0.218033,0.022706,0.955434,0.933719,0.021715,4.171536,5.770168,1.598632,0.010856,0.013380,0.002524,0
7332,62.8626,63.1688,0.9952,1.0049,0.8458,0.0383,0.362104,0.362215,0.000111,0.598436,0.598425,0.000011,22.358137,22.358084,0.000053,0.018474,0.018470,0.000004,1
7333,65.7613,56.9149,1.1554,0.8655,0.4680,0.0384,0.424276,0.424284,0.000008,0.759527,0.759240,0.000287,13.999801,14.008591,0.008789,0.016305,0.016315,0.000010,0
7334,27.5790,24.0009,1.1491,0.8703,1.0614,0.0257,0.317876,0.317882,0.000006,0.748959,0.748723,0.000236,9.048800,9.053092,0.004292,0.035262,0.035277,0.000015,1
7335,29.8862,24.4248,1.2236,0.8173,0.1156,0.0491,0.523168,0.528996,0.005828,0.895320,0.891282,0.004038,1.843569,1.896724,0.053155,0.034130,0.034600,0.000470,0
7336,48.5141,40.9815,1.1838,0.8447,1.3860,0.0447,0.490733,0.490780,0.000047,0.754347,0.754111,0.000236,17.980940,17.989799,0.008858,0.011232,0.011236,0.000004,0
7337,28.4817,36.6405,0.7773,1.2865,1.4210,0.0548,0.296501,0.296559,0.000058,0.376200,0.378218,0.002019,12.887474,12.908761,0.021287,0.037705,0.037681,0.000024,0
7338,50.8835,45.1016,1.1282,0.8864,0.9648,0.0462,0.165748,0.166333,0.000585,0.863477,0.862440,0.001038,10.935089,10.995013,0.059924,0.026412,0.026467,0.000055,1
7339,55.0603,69.1353,0.7964,1.2556,0.5423,0.0499,0.390229,0.390288,0.000058,0.289721,0.290947,0.001226,13.873092,13.900270,0.027178,0.021624,0.021663,0.000039,0
7340,59.0374,41.9417,1.4076,0.7104,1.3379,0.0350,0.214211,0.237915,0.023704,0.954725,0.935191,0.019534,6.504398,8.739649,2.235251,0.006512,0.007906,0.001395,0
7341,73.2963,70.6501,1.0375,0.9639,0.9258,0.0332,0.241507,0.241558,0.000051,0.657863,0.665045,0.007182,25.902766,25.691405,0.211361,0.021564,0.021387,0.000178,1
7342,74.9480,103.9793,0.7208,1.3874,0.1835,0.0410,0.531664,0.843800,0.312136,0.098436,0.057294,0.041142,5.570313,3.765079,1.805235,0.010163,0.006150,0.004012,0
7343,76.0356,77.9962,0.9749,1.0258,0.2874,0.0526,0.468259,0.468539,0.000280,0.533577,0.525392,0.008185,16.204128,16.228792,0.024665,0.020827,0.020848,0.000021,1
7344,23.1495,22.2564,1.0401,0.9614,0.8555,0.0577,0.415523,0.415547,0.000023,0.663844,0.663825,0.000019,7.811007,7.811052,0.000045,0.041003,0.041009,0.000005,1
7345,38.4411,44.7530,0.8590,1.1642,0.2552,0.0440,0.154761,0.182474,0.027713,0.039041,0.083773,0.044733,1.640798,3.000573,1.359775,0.028111,0.041116,0.013005,1
7346,51.8009,37.6882,1.3745,0.7276,1.2395,0.0441,0.289482,0.293099,0.003617,0.906159,0.902099,0.004060,9.659737,9.983934,0.324197,0.010033,0.010248,0.000215,0
7347,76.9329,86.5918,0.8885,1.1256,1.2124,0.0446,0.506383,0.507350,0.000967,0.565022,0.542197,0.022825,33.344136,33.604681,0.260545,0.009177,0.009231,0.000054,1
7348,62.0881,56.6446,1.0961,0.9123,0.2047,0.0399,0.195619,0.197204,0.001585,0.879645,0.877324,0.002321,5.631322,5.710761,0.079439,0.036477,0.036668,0.000191,1
7349,69.5224,90.7058,0.7665,1.3047,0.3246,0.0499,0.518358,0.531468,0.013110,0.242537,0.186902,0.055635,12.383456,10.639793,1.743663,0.015229,0.012774,0.002454,0
7350,20.5878,16.9637,1.2136,0.8240,0.2084,0.0422,0.519555,0.519940,0.000385,0.834471,0.833603,0.000868,2.338073,2.346140,0.008067,0.050937,0.051062,0.000126,0
7351,73.1956,95.7891,0.7641,1.3087,0.9291,0.0222,0.283378,0.296988,0.013610,0.219846,0.154881,0.064966,20.881903,16.805444,4.076458,0.014804,0.011351,0.003452,0
7352,38.6041,27.2150,1.4185,0.7050,0.6052,0.0395,0.339618,0.359040,0.019423,0.938918,0.926932,0.011986,3.627984,4.196280,0.568295,0.011844,0.013010,0.001166,0
7353,27.2695,33.2500,0.8201,1.2193,0.8734,0.0410,0.397310,0.397314,0.000004,0.400599,0.401395,0.000796,9.849914,9.854909,0.004995,0.038170,0.038173,0.000003,0
7354,26.7238,26.0136,1.0273,0.9734,0.8918,0.0455,0.248514,0.248528,0.000014,0.657263,0.657126,0.000137,9.275429,9.276680,0.001251,0.058600,0.058498,0.000103,1
7355,56.1461,59.6821,0.9408,1.0630,1.1057,0.0228,0.263700,0.263794,0.000094,0.503636,0.503654,0.000018,23.551958,23.551990,0.000032,0.025624,0.025622,0.000002,1
7356,79.2291,104.3519,0.7592,1.3171,0.8537,0.0200,0.333477,0.355084,0.021607,0.246875,0.163730,0.083145,23.107619,18.082669,5.024950,0.012930,0.009496,0.003434,0
7357,57.4700,71.7645,0.8008,1.2487,1.4986,0.0513,0.196095,0.196153,0.000058,0.313874,0.312167,0.001706,24.954082,24.895118,0.058964,0.025710,0.025640,0.000069,0
7358,58.9660,49.6733,1.1871,0.8424,0.5524,0.0346,0.271244,0.271725,0.000481,0.852269,0.851155,0.001114,10.114625,10.167286,0.052661,0.019415,0.019463,0.000048,0
7359,20.6153,24.3437,0.8468,1.1809,1.0192,0.0227,0.320037,0.320036,0.000001,0.389171,0.389754,0.000583,7.980232,7.983555,0.003323,0.057570,0.057566,0.000004,0
7360,46.6353,33.4198,1.3954,0.7166,0.2719,0.0427,0.444284,0.478238,0.033954,0.945675,0.929260,0.016415,2.678776,3.317761,0.638985,0.010197,0.011668,0.001472,0
7361,22.3914,19.6495,1.1395,0.8775,0.2074,0.0274,0.437814,0.437853,0.000039,0.783271,0.782944,0.000327,2.993511,2.996073,0.002562,0.065749,0.065792,0.000042,1
7362,36.2932,36.7933,0.9864,1.0138,0.1100,0.0521,0.267325,0.267322,0.000003,0.481856,0.481879,0.000023,4.796162,4.796174,0.000012,0.123876,0.123872,0.000004,1
7363,70.0461,85.3347,0.8208,1.2183,0.3757,0.0407,0.284684,0.296457,0.011773,0.169401,0.126883,0.042518,10.840238,8.935185,1.905053,0.020656,0.016384,0.004273,0
7364,49.0103,64.7865,0.7565,1.3219,1.0225,0.0331,0.176038,0.183660,0.007621,0.098817,0.112998,0.014181,8.622270,9.508635,0.886364,0.019942,0.021005,0.001064,0
7365,23.1495,27.5425,0.8405,1.1898,1.2592,0.0216,0.428402,0.428399,0.000003,0.474271,0.474651,0.000380,10.341755,10.342378,0.000623,0.035774,0.035776,0.000002,0
7366,26.4766,27.1248,0.9761,1.0245,1.3893,0.0433,0.224514,0.224551,0.000037,0.605666,0.605650,0.000017,12.010726,12.010743,0.000017,0.054929,0.054903,0.000027,1
7367,23.4077,25.5084,0.9176,1.0897,1.1161,0.0481,0.292424,0.292540,0.000116,0.519908,0.519990,0.000082,9.853275,9.853171,0.000105,0.055099,0.055080,0.000019,1
7368,23.2704,20.3776,1.1420,0.8757,0.7378,0.0581,0.213930,0.214385,0.000455,0.852542,0.851753,0.000790,4.607373,4.624683,0.017310,0.053908,0.053990,0.000082,1
7369,72.3002,98.6718,0.7327,1.3648,1.3643,0.0399,0.468735,0.476226,0.007491,0.422780,0.357468,0.065312,33.056671,31.515566,1.541105,0.009889,0.009285,0.000604,0
7370,68.1985,53.1252,1.2837,0.7790,0.9144,0.0332,0.181776,0.204651,0.022875,0.955294,0.933702,0.021592,6.148758,8.485234,2.336477,0.007954,0.009790,0.001836,0
7371,78.3575,109.3808,0.7164,1.3959,1.4257,0.0270,0.277213,0.303353,0.026139,0.233930,0.146398,0.087532,28.678474,21.466391,7.212084,0.011819,0.008093,0.003726,0
7372,59.0503,46.8883,1.2594,0.7940,0.7034,0.0288,0.369282,0.369486,0.000205,0.832717,0.831675,0.001042,12.403483,12.453893,0.050410,0.013694,0.013736,0.000042,0
7373,66.1110,51.9313,1.2730,0.7855,1.0095,0.0562,0.276603,0.278354,0.001751,0.887202,0.884508,0.002694,12.716520,12.942559,0.226039,0.010420,0.010514,0.000094,0
7374,78.5791,84.2933,0.9322,1.0727,0.2435,0.0456,0.504320,0.505773,0.001453,0.455013,0.425249,0.029765,15.369858,15.195867,0.173991,0.020272,0.019989,0.000283,1
7375,34.9547,32.5248,1.0747,0.9305,1.0670,0.0585,0.185328,0.185440,0.000112,0.787682,0.787408,0.000273,10.473025,10.480751,0.007726,0.043348,0.043329,0.000019,1
